fid;code_offic;nom_offici;arbo_prc;arbo_za;arbo_epza;arbo_zu;arbo_epzu;arbu_prc;arbu_za;arbu_epza;arbu_zu;arbu_epzu;herb_prc;herb_za;herb_epza;herb_zu;herb_epzu;tot_arbo;tot_arbu;tot_herb;prct_arbo;prct_arbu;prct_herb;tot_arboru_pub_za;tot_arboru_pub_zu;tot_arboru_pv_za;tot_arboru_pv_zu;tot_arboru_parcs;prct_arboru_pub_za;prct_arboru_pub_zu;prct_arboru_pv_za;prct_arboru_pv_zu;prct_arboru_parcs;s_veg_tot;prct_veg_tot;s_arboru;prct_arboru;prct_hors_tt;co2_pi_ok;es_25_ok;es25_ok;cos_avg_ok;txrboru_ok;co2_pi;es25_pi;pot_ss_oc_dp;pot_df;pot_df_plhg_cms;pot_ext;cos_avg;txarboru_avg
98;13040;Fuveau;9.52;6.61;0.58;56.32;5.46;2.59;3.26;0.28;28.34;1.01;0.17;11.66;1.08;42.38;2.54;72.45;34.19;54.21;23.063695043273118;10.884026687777885;17.25718299925239;0.86;6.47;9.01;78.19;12.11;0.81;6.07;8.45;73.32;11.36;160.85;51.16;106.64;33.92;48.795095269696596;2.03;1981;1981;0.4;29;2.0349570663832255;1980.991523335588;1540;142;119;200;0.42599243856332697;28.870340264650263
7;13025;Châteauneuf-le-Rouge;1.45;8.74;0.56;36.33;1.92;0.29;1.9;0.09;16.14;0.58;0.99;5.1;0.21;26.2;1.12;46.52;18.33;32.29;31.0164442327877;12.221225769281995;21.528825973274177;0.65;2.5;9.99;49.97;1.74;1;3.86;15.4;77.05;2.68;97.14;64.71;64.85;43.2;35.233504024656135;2.38;2274;2274;0.2;43;2.3826267018006146;2273.985521299956;880;15;0;0;0.20022544283413846;42.70392914653785
9;13080;Le Puy-Sainte-Réparade;0.35;7.77;0.34;25.2;2.91;0.05;2.93;0.05;20.08;0.61;0.26;12.33;0.89;22.7;1.22;33.32;23.06;35.29;16.331145124893805;11.302407160265641;17.296702024534888;0.39;3.52;10.31;41.76;0.4;0.69;6.24;18.29;74.07;0.71;91.67;44.91;56.38;27.62;55.06974569030567;2.48;2239;2239;0.4;27;2.4774112805053115;2239.454845056943;822;426;55;46;0.3587354538401862;26.940667183863457
70;13043;Gignac-la-Nerthe;1.96;6.79;1.66;35.69;2.95;2.71;7.69;2.17;37.55;1.84;2.03;9.13;1.75;27.81;1.57;44.44;47.95;38.97;10.42700866004369;11.250564024507089;9.143576225965406;3.83;4.79;10.65;68.45;4.67;4.15;5.18;11.53;74.09;5.05;131.36;30.79;92.39;21.66;69.17885108948381;1.79;1614;1614;0.3;23;1.7873939799016016;1613.7035415052862;2162;106;85;480;0.2834857521537444;22.560109343936382
40;13053;Mallemort;0.53;7.77;0.29;32.96;3.07;0.17;3.65;0.11;29.32;1.67;0.24;7.27;0.28;40.11;2.25;41.26;33.14;47.62;14.835211859972484;11.91563066019118;17.121977430244538;0.4;4.74;11.02;57.54;0.7;0.54;6.37;14.81;77.34;0.94;122.02;43.85;74.4;26.74;56.12718004959181;2.28;2017;2017;0.4;24;2.2822541603441535;2016.8508841611263;703;71;227;210;0.41872289156626497;23.505701204819278
84;13109;Le Tholonet;2.51;9.79;1.04;17.16;1.04;0.2;2.38;0.09;7.48;0.18;1.77;9.86;0.68;13.95;0.43;29.46;10.06;25.58;28.118904289027835;9.602042673035301;24.415531965829324;1.13;1.22;11.04;23.42;2.71;2.86;3.09;27.94;59.26;6.86;65.1;62.09;39.52;37.69;37.863521072107545;2.31;2206;2206;0.4;33;2.3111780481223296;2206.462638183045;479;73;0;80;0.42649895178197056;33.218553459119505
17;13091;Saint-Cannat;0.39;9.79;0.95;18.59;2.72;0.07;3.13;0.16;14.69;0.55;0.25;9.6;0.39;15.54;0.9;28.77;17.89;25.39;17.746522301402745;11.035289675776683;15.661598930574062;1.11;3.27;11.81;30.01;0.46;2.38;7.01;25.31;64.32;0.99;72.05;44.42;46.66;28.76;55.55658909224651;2.16;2076;2076;0.5;24;2.1582806989018475;2075.939315740189;978;132;116;56;0.5278790087463555;23.533097667638486
35;13086;Roquevaire;0.59;12.21;4.17;41.28;2.6;0.09;4.63;0.61;30.32;0.78;0.36;10.59;1.52;28.37;1.07;54.08;35.04;39.32;22.317318064671525;14.460037444269421;16.226274894653926;4.78;3.38;12.06;68.22;0.68;5.36;3.79;13.53;76.55;0.76;128.44;52.94;89.12;36.74;46.996369596405124;1.96;1859;1859;0.5;34;1.9568079214679701;1858.716114029818;1188;448;217;25;0.5378859268443893;33.947867327960346
66;13084;La Roque-d'Anthéron;2.47;9.71;0.97;68.2;6.71;0.31;3.62;0.25;21.85;1.21;0.27;6.11;0.25;34.37;2.4;80.38;25.78;40.75;29.034374749506693;9.31209481266836;14.71946716897733;1.22;7.92;12.11;82.13;2.78;1.15;7.46;11.41;77.36;2.62;146.91;53.04;106.16;38.33;46.93406326884762;2.28;2005;2005;0.4;30;2.2757401532528165;2004.9875041104233;701;145;196;0;0.43318018664752345;29.63719310839914
68;13044;Grans;0.15;7.7;1.14;33.06;3.81;0.04;5.93;0.38;17.48;0.93;0.27;10.05;0.63;31.79;2.09;40.91;23.45;42.11;13.831120642025304;7.9281295295891825;14.236824498550128;1.52;4.74;12.11;45.8;0.19;2.36;7.36;18.82;71.16;0.3;106.47;35.97;64.36;21.75;64.00392532983538;2.12;2056;2056;0.5;26;2.1157325287242474;2055.969404318542;1046;493;42;220;0.47287481804949055;25.62955604075692
102;13062;Mimet;2.43;11.17;0.3;41.04;2.47;0.64;2.13;0.03;21.13;0.54;0.5;9.45;0.2;26.98;1.28;54.64;23.9;36.93;30.913408702053946;13.52178748131569;20.89370760188236;0.33;3.01;12.97;59.16;3.07;0.42;3.83;16.51;75.32;3.91;115.47;65.27;78.54;44.39;34.671096214748;2.13;2038;2038;0.2;41;2.1294377325267364;2037.7745909041805;939;0;60;51;0.2193973634651601;40.700442561205286
107;13030;Cuges-les-Pins;0.37;11.94;0.64;9.44;0.65;0.02;1.79;0.08;11.49;0.43;0.03;5.43;0.24;7.33;0.39;21.75;13.3;12.79;19.452535729431123;11.895113802364781;11.438985378364325;0.72;1.08;13.01;19.85;0.39;2.05;3.08;37.12;56.63;1.11;47.84;42.73;35.05;31.31;57.213365089839776;2.41;2163;2163;0.7;21;2.407216558776807;2162.7422335186657;643;837;21;0;0.6671309771309772;20.546787941787954
10;13106;Septèmes-les-Vallons;2.7;10.37;2.38;53.75;3.75;0.67;7.47;1.88;37.73;1.75;1.24;9.2;2.46;29.16;1.06;66.82;45.87;39.6;17.569164093512146;12.060723690053909;10.412135559758772;4.26;5.5;13.58;85.98;3.37;3.78;4.88;12.05;76.3;2.99;152.29;40;112.69;29.6;59.95797665667517;1.5;1481;1481;0.3;29;1.4968456128490633;1481.0011085189112;1968;60;314;350;0.3137377341659233;29.38674843889383
74;13051;Lançon-Provence;0.66;13.7;5.9;31.84;3.78;0.34;7.72;1.34;34.57;1.73;0.58;18.08;5.72;28.14;2.03;46.2;42.63;46.8;11.892094748666647;10.973160154451497;12.04653753761037;7.24;5.51;14.18;60.9;1;8.15;6.2;15.96;68.56;1.13;135.63;34.89;88.83;22.85;65.08820755927148;2.01;1977;1977;0.3;24;2.0140990591456736;1977.365617524644;1591;57;86;118;0.3434904214559386;24.48126436781608
87;13050;Lambesc;9.28;10.72;0.58;58.63;3.81;1.19;4.59;0.28;34;1.33;0.42;6.48;0.4;41.54;1.74;78.63;39.78;48.44;23.164134118485062;11.719054498707056;14.270261435831316;0.86;5.14;14.45;87.49;10.47;0.73;4.34;12.2;73.89;8.84;166.85;49.13;118.41;34.86;50.84654994697657;2.2;2065;2065;0.6;26;2.2031499881948364;2064.949387671303;1955;19;487;180;0.5533347193347196;26.06328482328482
101;13002;Allauch;1.16;9.88;0.41;151.64;8.97;0.45;5.87;0.28;119.87;4.62;0.54;6.46;0.35;90.62;3.94;162.68;126.19;97.62;22.270870389411545;17.275394236782905;13.364165032052835;0.69;13.59;15.06;257.92;1.61;0.24;4.7;5.21;89.29;0.56;386.49;52.85;288.87;39.5;47.08957034175271;1.88;1797;1797;0.3;36;1.8765677115724793;1796.677965273252;5542;64;151;350;0.30127532004537355;35.79173391670717
67;13022;Cassis;4.45;19.53;9.34;63.06;5.45;1.37;8.26;3.32;37.75;1.87;0.25;11.5;4.71;38.3;2.31;87.04;47.38;50.05;24.07764255196585;13.106602758641339;13.845197722034591;12.66;7.32;15.13;93.49;5.82;9.42;5.45;11.26;69.55;4.33;184.47;50.96;134.42;37.13;48.97055696735821;1.96;1794;1794;0.7;34;1.9568514127193286;1794.373102434288;1016;214;163;10;0.6506800870511428;33.57023394994559
91;13102;Saint-Victoret;2.14;11.54;1.95;30.17;2.15;0.47;6.46;0.61;24.21;1.01;1.61;7.93;0.92;21.18;1.34;43.85;31.14;30.72;13.917618322696956;9.883572054020142;9.750267613985187;2.56;3.16;15.44;51.22;2.61;3.41;4.21;20.59;68.3;3.48;105.71;33.52;74.99;23.78;66.44854200929771;1.51;1419;1419;0.3;24;1.5121807138108692;1418.5946323749376;1031;26;5;0;0.287625979843225;24.406013437849953
4;13113;Venelles;1.35;14.66;2.55;47.5;2.97;0.21;5.1;0.64;32.32;1.14;0.27;12.74;2.07;30.84;1.16;63.51;37.63;43.85;20.621683818253995;12.218453189748038;14.238085898762995;3.19;4.11;16.57;75.71;1.56;3.15;4.06;16.38;74.86;1.54;144.99;47.05;101.14;32.82;52.921777093234965;1.99;1936;1936;0.3;34;1.9929881983758702;1936.2571092807425;1748;0;218;735;0.339639819909955;34.393641820910446
21;13073;Peypin;0.36;12.4;0.22;41.95;2.17;0.07;5.3;0.03;27.89;0.87;0.28;10.2;0.08;27.75;1;54.71;33.26;38.23;22.150258173551286;13.465867059994805;15.478054651340992;0.25;3.04;17.45;66.8;0.43;0.28;3.46;19.84;75.93;0.49;126.2;51.04;87.97;35.58;48.90582011511292;2.06;1958;1958;0.3;34;2.056725027877174;1958.0950020803862;1183;75;109;140;0.25970030581039766;34.37205504587157
79;13077;Port-de-Bouc;12.16;13.74;1.03;52.22;11.69;3.23;5.35;0.39;32.99;3.3;2.02;4.52;0.33;23.17;3.63;78.12;41.57;29.71;13.750605343359238;7.317110395845411;5.22952489440864;1.42;14.99;17.67;70.22;15.39;1.19;12.52;14.76;58.67;12.86;149.4;26.27;119.69;21.05;73.70275936638672;1.52;1509;1509;0.4;18;1.520455836624663;1509.141162434957;1500;188;1163;0;0.40057482337829164;17.507614001284523
85;13081;Rognac;13.74;13.49;1.99;60.32;6.14;4.55;9.55;1.63;47.56;3.47;1.25;13.42;3.11;41.22;3.52;87.55;61.66;55.89;14.21105632016193;10.008609168488688;9.072026701700175;3.62;9.61;19.42;98.27;18.29;2.43;6.44;13.02;65.86;12.26;205.1;33.26;149.21;24.2;66.7083078096492;1.75;1731;1731;0.3;26;1.7548124206395919;1731.2900284873456;1730;290;253;0;0.2957977088572227;25.84066219614417
106;13007;Auriol;1.91;19.54;5.46;50.76;3.42;0.3;6.47;0.88;39.42;1.7;2.16;19.71;2.52;35.8;1.78;72.21;46.19;57.67;20.542598405096168;13.140321566699791;16.40619928018136;6.34;5.12;19.67;85.06;2.21;5.35;4.32;16.61;71.84;1.87;176.07;50.04;118.4;33.65;49.91088074802267;2.2;2089;2089;0.5;28;2.2013758712677434;2088.9202741067056;1854;693;295;145;0.5388616600790513;27.54469565217393
6;13208;Marseille 8e Arrondissement;38.75;17.67;2.93;185.95;21.59;7.48;5.88;0.72;85.78;5.58;15.32;19.45;1.7;92.88;7.4;242.37;99.14;127.65;21.284234227970277;8.706188807859773;11.209854764205165;3.65;27.17;19.9;244.56;46.23;1.07;7.96;5.83;71.61;13.54;469.16;41.15;341.51;29.95;58.799722199964776;1.51;1447;1447;0.8;26;1.5144741869312048;1446.696544923983;4265;2238;790;0;0.8428907890789098;25.679561956195624
47;13060;Meyreuil;0.67;16.42;2.75;27.28;2.56;0.1;8.3;1.31;21.49;1.71;0.29;22.1;4.95;30.21;2.12;44.37;29.89;52.6;14.79614797337128;9.96747493630984;17.54062166777844;4.06;4.27;20.66;44.5;0.77;5.47;5.75;27.82;59.92;1.04;126.86;42.27;74.26;24.74;57.695755422540444;2.07;2030;2030;0.3;26;2.068930795525171;2030.2069011808576;1218;129;80;70;0.2928067361668006;26.140649558941476
55;84089;Pertuis;3.13;17.19;2.2;85.84;6.19;0.49;6.54;0.31;76.67;1.4;0.69;15.57;1.25;66.33;2.5;106.16;83.7;82.59;15.26316348194243;12.033974975872093;11.874384626729704;2.51;7.59;21.22;154.92;3.62;1.32;4;11.18;81.6;1.91;272.45;39.15;189.86;27.28;60.82847691545577;2.22;1910;1910;0.6;25;2.2205234780618084;1909.8790718555258;3591;520;517;1893;0.5570264390896927;24.83016064257029
92;13026;Châteauneuf-les-Martigues;4.66;23.83;10.56;42.87;3.98;0.7;14.54;5.95;44.26;2.93;1.12;9.2;4.02;26.99;1.88;71.36;59.5;37.31;10.269618205387953;8.562812264862433;5.369386984907855;16.51;6.91;21.86;80.22;5.36;12.62;5.28;16.7;61.3;4.1;168.17;24.18;130.86;18.81;75.79818254484177;1.74;1623;1623;0.3;20;1.7445902204362134;1622.519838909758;2058;161;367;14;0.33408873203932465;20.12427022939249
8;13087;Rousset;0.22;21.2;2.93;21.56;2.01;0.03;7.65;0.62;13.3;0.5;0.09;31.19;1.27;16.69;0.88;42.98;20.98;47.97;13.247602573481817;6.466605444198431;14.785656013260187;3.55;2.51;25.3;32.35;0.25;5.55;3.92;39.56;50.58;0.39;111.93;34.47;63.96;19.7;65.50013596905956;2.08;1986;1986;0.5;23;2.084582761627907;1985.8977193263834;591;48;135;60;0.5479567779960707;23.456385068762277
69;13213;Marseille 13e Arrondissement;16.86;18.42;0.64;314.26;24.41;5.48;8.17;0.13;208.3;10.51;9.33;12.35;0.21;177.04;10.06;349.54;221.95;198.72;20.475853063067298;13.001703917571053;11.640903818426311;0.77;34.92;25.82;487.64;22.34;0.13;6.11;4.52;85.33;3.91;770.21;45.07;571.49;33.44;54.881539200935336;1.25;1285;1285;0.4;33;1.2464151775383197;1284.5305954823095;5748;3613;588;0;0.3519437988590754;32.72939150644415
37;13042;Gémenos;2.04;20.64;2.74;51.62;4.7;0.4;9.74;0.46;39.18;1.66;0.89;18.62;1.55;38.36;1.9;74.3;49.32;57.87;19.683176530287223;13.065602509741131;15.330624842634208;3.2;6.36;27.18;84.44;2.44;2.59;5.14;21.99;68.31;1.97;181.49;48.02;123.62;32.71;51.92059611733744;1.88;1839;1839;0.4;35;1.8756937457417158;1838.553659337256;1934;530;42;150;0.37019390581717465;34.53983933518005
83;13063;Miramas;36.55;16.34;1.44;55.26;11.46;11.62;13.29;0.5;43.4;4.29;2.63;23.08;0.69;42.22;5.33;108.15;68.31;67.93;12.225983102177226;7.722209021819013;7.679251337317606;1.94;15.75;27.69;82.91;48.17;1.1;8.93;15.69;46.99;27.3;244.39;27.61;176.46;19.93;72.37255653868615;1.74;1683;1683;0.4;20;1.7373824183006537;1682.7852058338667;2108;158;546;709;0.4224074963959636;20.451220567035065
103;13041;Gardanne;3.73;23.46;3.55;90.06;11.91;0.73;12.72;1.8;66.38;3.79;3.5;37.59;4.24;92.35;6.9;117.25;79.83;133.44;15.154954825057812;10.318294615644904;17.24756649770332;5.35;15.7;30.83;140.74;4.46;2.71;7.97;15.64;71.41;2.26;330.52;42.68;197.08;25.45;57.279184061593966;1.76;1672;1672;0.5;25;1.7592371093860268;1671.8550861444367;2636;267;188;350;0.45439770554493375;24.887371999150204
63;13212;Marseille 12e Arrondissement;9.81;22.17;0.96;276.05;14.19;3.24;11.58;0.31;150.48;6.26;5.67;19.19;0.55;160.32;5.2;308.03;165.3;185.18;24.064115113528832;12.913671487408095;14.466749461816281;1.27;20.45;32.48;406.08;13.05;0.27;4.32;6.86;85.79;2.76;658.51;51.38;473.33;36.93;48.55546393724679;1.4;1369;1369;0.4;35;1.3983526048132242;1369.2832475002026;6482;735;438;0;0.37157124408093023;35.37520662935862
65;13019;Cabriès;0.15;25.84;0.91;129.96;7.41;0.02;8.04;0.36;77.34;3.08;0.24;17.98;0.85;128.31;4.83;155.95;85.4;146.53;22.262736931241946;12.191328848528773;20.917979112118516;1.27;10.49;32.61;196.81;0.17;0.53;4.35;13.51;81.55;0.07;387.88;55.32;241.35;34.42;44.62795510811077;1.83;1756;1756;0.3;34;1.828024491637002;1755.659589310967;2830;165;259;610;0.2723153555479219;34.249426313981424
14;13214;Marseille 14e Arrondissement;11.41;24.48;2.93;110.58;7.77;2.7;13.16;1.64;65.61;2.93;7.26;22.09;1.78;59.81;2.88;146.47;81.47;89.16;15.255267916808965;8.485332676878722;9.286268092187392;4.57;10.7;33.07;165.49;14.11;2;4.69;14.51;72.6;6.19;317.1;32.99;227.94;23.71;66.97313131412493;1.04;1127;1127;0.5;26;1.039977353710192;1126.9481137548153;1921;1245;391;0;0.5259931235122985;26.385538217402775
86;13210;Marseille 10e Arrondissement;9.19;28.21;3.3;85.5;7.09;2.77;10.03;1.19;39.84;2.25;6;17.49;2.12;55.27;3.44;122.9;52.64;78.76;17.12636423228522;7.335490750101659;10.975365719566996;4.49;9.34;33.75;116;11.96;2.56;5.32;19.23;66.08;6.81;254.3;35.39;175.54;24.43;64.56277929804612;1.22;1249;1249;0.7;22;1.220642160766827;1248.614715437051;1794;1307;1220;0;0.6862266112266115;21.530197505197492
2;13071;Les Pennes-Mirabeau;6.44;24.84;3.72;108.27;6.32;1.35;14.99;1.58;88.5;3.42;1.27;24.61;4.58;68.5;2.27;139.55;104.84;94.38;15.03393064853405;11.294570327426081;10.167698850653125;5.3;9.74;34.53;187.03;7.79;2.17;3.99;14.13;76.53;3.19;338.77;36.46;244.39;26.3;63.50380017338675;1.78;1675;1675;0.3;27;1.7805626721446934;1675.1757210796916;3929;315;527;1038;0.3476719072574248;26.879407654438637
76;13047;Istres;19.77;20.19;1.45;144.8;21.42;5.31;19.88;1.71;108.21;9.51;3.39;21.77;2.71;100.25;10.83;184.76;133.4;125.41;11.385872437121277;8.220802030266174;7.728416661286963;3.16;30.93;36.91;222.08;25.08;0.99;9.72;11.6;69.8;7.88;443.57;27.31;318.16;19.59;72.66490887132558;1.97;1850;1850;0.4;24;1.9724501215128407;1849.877704809834;5214;422;750;3787;0.4163620629975776;23.52941040729205
36;13216;Marseille 16e Arrondissement;3.95;21.42;1.44;43.16;3.41;1.47;19.96;1.15;33.58;1.8;2.85;18.26;0.94;23.78;1.25;68.53;55.01;44.89;10.554866926966405;8.472540925907222;6.913876789019728;2.59;5.21;38.79;71.53;5.42;2.1;4.22;31.4;57.9;4.39;168.43;25.91;123.54;19.01;74.05871535810664;1.27;1314;1314;0.6;20;1.26989714514218;1313.76903992891;945;304;325;0;0.5940046565774153;20.309572176949942
38;13054;Marignane;24.68;23.53;4.55;106.84;12.5;7.34;24.26;3.73;91.78;4.39;4.43;42.09;4.14;76.64;5.94;155.05;123.38;123.16;9.191687331709703;7.314223689044458;7.301181630270023;8.28;16.89;39.51;181.73;32.02;2.97;6.07;14.19;65.27;11.5;401.59;23.78;278.43;16.49;76.19290734897582;1.4;1311;1311;0.3;23;1.3970639875994686;1311.4005669100104;4461;663;372;750;0.34516380196856133;23.106920816806237
1;13014;Berre-l'Étang;4.34;20.5;0.51;29.86;2.89;1.36;26.24;0.53;28.15;1.18;3.36;25.23;0.98;25;1.75;54.7;55.75;53.59;5.24827120490174;5.349014984886143;5.141770637489658;1.04;4.07;45.7;53.94;5.7;0.94;3.68;41.38;48.84;5.16;164.04;15.73;110.45;10.59;84.26094317272246;1.82;1748;1748;0.4;20;1.820622860882573;1748.4129397905758;1539;60;100;345;0.3700993245927692;20.113297576479937
56;13015;Bouc-Bel-Air;1.94;34.41;1.71;131.77;11.81;0.48;13.98;0.7;85.49;4.3;1.08;35.88;1.36;115.76;6.06;168.12;99.95;152.72;21.523872685759454;12.796282863083853;19.55225931816074;2.41;16.11;45.98;201.15;2.42;0.9;6.01;17.15;75.04;0.9;420.79;53.82;268.07;34.29;46.127585132995954;1.88;1756;1756;0.3;35;1.8845452225679882;1756.033128670004;3954;281;344;1790;0.25361961598339355;34.77852880124544
73;13028;La Ciotat;6.09;55.01;16.07;183.09;12.29;3.27;21.2;6.49;126.51;5.04;4.5;27.62;5.84;86.36;3.9;244.19;150.98;118.48;19.614862976106387;12.127654744799303;9.517052153688049;22.56;17.33;53.65;292.27;9.36;5.71;4.39;13.58;73.96;2.37;513.65;41.2;395.17;31.7;58.74043012540626;1.87;1679;1679;0.6;32;1.8674127341314775;1678.8347418669448;5151;1154;494;0;0.5845996955859978;31.566925418569255
32;13117;Vitrolles;22;42.93;6.2;87.56;6.83;5.2;28.87;4.41;73.68;3.51;3.83;26.12;3.87;55.58;3.39;152.49;107.75;85.53;10.262833639316502;7.251756342293614;5.756312946230838;10.61;10.34;61.19;150.9;27.2;4.08;3.97;23.51;57.98;10.45;345.77;23.25;260.24;17.5;76.72909707215905;1.44;1352;1352;0.4;24;1.4380101860697623;1351.5948945789823;3857;773;482;0;0.38232640567101667;24.15517480264218
96;13103;Salon-de-Provence;12.21;52.08;12.77;145.23;19.32;1.48;32.67;9.51;95.03;6.43;2.43;50.98;16.62;101.97;8.12;209.52;129.18;155.38;15.571158864771956;9.600430995376295;11.547569035931016;22.28;25.75;62.47;214.51;13.69;6.58;7.6;18.44;63.33;4.04;494.08;36.7;338.7;25.16;63.28084110392073;1.83;1718;1718;0.5;25;1.8297036067079393;1718.0406853754223;4720;911;0;1032;0.5094041129831541;24.927237363726437
97;13215;Marseille 15e Arrondissement;21.24;54.77;7.79;167;10.26;9.33;30.75;4.28;102.16;4.2;13.14;37.9;3.78;88.22;3.77;243.01;142.24;139.26;17.11304873666875;10.016707346626735;9.8068522573906;12.07;14.46;73.45;254.7;30.57;3.13;3.75;19.07;66.11;7.94;524.51;36.9;385.25;27.1;63.063391659313915;1.04;1119;1119;0.5;24;1.0380208328601044;1118.9410266216928;2971;5627;1623;0;0.5138542873696411;23.945050695249094
18;13005;Aubagne;18.5;74.51;16.42;361.05;16.32;2.73;35.31;6.1;173.84;5.85;5.99;71.45;10.78;279.36;8.38;454.06;211.88;356.8;23.957198508854795;11.17925212539346;18.825548227017112;22.52;22.17;87.3;512.72;21.23;3.38;3.33;13.11;76.99;3.19;1022.74;53.9;665.94;35.09;46.03800113873463;1.5;1446;1446;0.5;32;1.498935928473026;1445.599842552488;5510;1345;720;310;0.5058264462809914;32.100125442739035
20;13211;Marseille 11e Arrondissement;5.38;76.47;11.28;269.61;11.51;1.42;33.47;4.92;163.97;5.23;4.92;72.99;9.34;202.04;5.45;351.46;198.86;279.95;21.47750127988133;12.152210506223188;17.107569803968524;16.2;16.74;93.74;416.84;6.8;2.94;3.04;17.03;75.75;1.24;830.27;50.68;550.32;33.59;49.262718409926954;1.34;1342;1342;0.3;33;1.3394967782322604;1342.2941048906278;5631;1488;391;0;0.3476863515543743;32.520540852883464
100;13001;Aix-en-Provence;37.49;109.37;11;686.34;62.59;5.69;49.5;4.52;353.43;17.49;18.24;140.58;10.06;581.35;37.56;833.2;408.62;740.17;21.61872303345154;10.602307496314173;19.204909058653175;15.52;80.08;143.35;959.69;43.18;1.25;6.45;11.54;77.28;3.48;1981.99;51.39;1241.82;32.2;48.57406041158111;1.79;1700;1700;0.8;32;1.7877309507085835;1700.4256170013614;12499;5283;1146;1650;0.7665329052969495;32.387592295345094
45;13056;Martigues;61.02;108.11;6.68;235.79;18.52;14.09;58.07;3.2;135.65;7.08;5.96;60.86;2.32;100.47;6.39;404.92;207.81;167.29;15.692172371891719;8.053418800263799;6.4831164578034315;9.88;25.6;156.3;345.84;75.11;1.61;4.18;25.51;56.44;12.26;780.02;30.2;612.73;23.72;69.77129237004105;1.77;1707;1707;0.5;25;1.7668837727248692;1706.8500796361907;5883;419;330;380;0.4940285865537346;25.381330862890398
99;13209;Marseille 9e Arrondissement;12.95;131.19;1.18;226.39;18.93;2.44;40.05;0.27;105.98;6.88;8.04;115.61;0.36;125.15;7.7;370.53;148.47;248.8;24.34029369168316;9.753065620608856;16.34379151618161;1.45;25.81;169.79;306.56;15.39;0.28;4.97;32.71;59.07;2.97;767.8;50.37;519;34.05;49.56284917152637;1.56;1516;1516;0.5;31;1.556695297797689;1516.088430342308;4707;698;521;0;0.47022323534035554;30.944178588272273
71;13099;Saint-Paul-lès-Durance;0.79;124.06;2.97;3.42;0.53;0.31;51.72;1.58;2.58;0.17;0.26;448.9;6.55;3.43;0.25;128.27;54.61;452.59;9.534917009741637;4.05942011305832;33.64315965883657;4.55;0.7;171.23;5.3;1.1;2.49;0.38;93.63;2.9;0.6;635.47;47.21;182.88;13.59;52.76250321836348;2.14;1872;1872;0.7;21;2.1392639096385544;1872.0874409638554;129;28;2;102;0.6544097222222223;21.163854166666663
78;13039;Fos-sur-Mer;8.46;229.21;11.27;50.95;4.65;3.42;318.93;18.19;47.34;2.34;5.37;337.15;16.75;33.16;2.4;288.62;369.69;375.68;6.757726105677555;8.655892744813023;8.79614213630706;29.46;6.99;518.68;91.3;11.88;4.48;1.06;78.79;13.87;1.8;1033.99;24.19;658.31;15.4;75.79023901320237;1.91;1799;1799;0.4;18;1.9079529516380656;1798.544736599064;2370;118;659;90;0.35902243589743604;18.25768315018315
